tconst	ordering	nconst	category	job	characters
tt0004851	1	nm0417646	actress	""	"[""Lithesome"",""Prudence Alden"",""Marian Gordon""]"
tt0004851	2	nm0098376	actor	""	"[""Hard Muscle"",""Col. Warren"",""John Rogers""]"
tt0004851	3	nm0601698	actor	""	"[""Long Biceps"",""Frank Warren"",""Jack Rogers""]"
tt0004851	4	nm0824332	actress	""	"[""Joysome"",""Betty Judkns"",""chorus girl""]"
tt0004851	5	nm0357219	actor	""	"[""Joe Alden"",""Sub-editor""]"
tt0004851	6	nm0937599	actress	""	"[""Jean Hopkins"",""Helen Farnum""]"
tt0004851	7	nm0712870	actor	""	"[""A Tough""]"
tt0004851	8	nm0329167	actor	""	"[""George St. John""]"
tt0004851	9	nm0906530	actor	""	"[""Jack's Friend""]"
tt0004852	1	nm0515979	director	""	""
tt0004853	10	nm1305174	self	""	"[""Self - Boston Red Sox""]"
tt0004853	1	nm1267548	self	""	"[""Self - Philadelphia Phillies Pitcher""]"
tt0004853	2	nm1274772	self	""	"[""Self - Philadelphia Phillies Infielder""]"
tt0004853	3	nm1304371	self	""	"[""Self - Boston Red Sox""]"
tt0004853	4	nm1267957	self	""	"[""Self - Boston Red Sox Manager""]"
tt0004853	5	nm1267981	self	""	"[""Self - Philadelphia Phillies Pitcher""]"
tt0004853	6	nm1268106	self	""	"[""Self - Philadelphia Phillies Outfielder""]"
tt0004853	7	nm1268447	self	""	"[""Self - Boston Red Sox Pitcher""]"
tt0004853	8	nm1304923	self	""	"[""Self - Boston Red Sox""]"
tt0004853	9	nm1307394	self	""	"[""Self - Boston Red Sox""]"
tt0004854	10	nm0511104	actor	""	"[""The Toiler - in the Prologue""]"
tt0004854	1	nm0249187	actor	""	"[""Nathaniel Crosby - the Absentee"",""Power""]"
tt0004854	2	nm0780739	actor	""	"[""Sampson Rhodes"",""Might""]"
tt0004854	3	nm0656425	actor	""	"[""Evil""]"
tt0004854	4	nm0073239	actor	""	"[""Tom Burke"",""Ambition""]"
tt0004854	5	nm0127511	director	""	""
tt0004854	6	nm0940488	writer	story	""
tt0004854	7	nm0276862	cinematographer	""	""
tt0004854	8	nm0138771	actor	""	"[""David Lee"",""Contentment""]"
tt0004854	9	nm0496972	actor	""	"[""Age""]"
tt0004855	1	nm0756814	actress	""	"[""Evelyn Stanley - Special Investigator""]"
tt0004855	2	nm0794298	actor	""	"[""Strong - Headquarters Man""]"
tt0004855	3	nm0512796	actor	""	"[""Ritchie - a Crook""]"
tt0004855	4	nm0427342	actor	""	"[""Meecham - Ritchie's Pal""]"
tt0004855	5	nm0395023	director	""	""
tt0004855	6	nm0387549	writer	story	""
tt0004855	7	nm0166958	actor	""	"[""Harris""]"
tt0004855	8	nm0922396	actor	""	"[""Harris' Father""]"
tt0004855	9	nm0456203	actress	""	"[""Edna - a Cabaret Singer""]"
tt0004856	1	nm0124279	actor	""	"[""Gordon Bannock""]"
tt0004856	2	nm0063138	actress	""	"[""Olga Petroff""]"
tt0004856	3	nm0192110	actor	""	"[""Sargall""]"
tt0004856	4	nm0206750	actor	""	""
tt0004856	5	nm0824274	writer	""	""
tt0004856	6	nm0241838	actress	""	""
tt0004857	1	nm0488280	actress	""	"[""Miss Frost""]"
tt0004857	2	nm0132926	actor	""	"[""John Howe""]"
tt0004857	3	nm0248181	actor	""	"[""Howe's Mexican Foreman""]"
tt0004857	4	nm0663923	actor	""	"[""Nathan Frost - Ranch Owner""]"
tt0004857	5	nm0276501	director	""	""
tt0004857	6	nm0694260	director	""	""
tt0004857	7	nm0728519	writer	story	""
tt0004857	8	nm0002615	producer	producer	""
tt0004857	9	nm1576351	actor	""	""
tt0004858	1	nm0007215	actor	""	"[""Wilbur Norton""]"
tt0004858	2	nm0047889	actress	""	"[""Mrs. Wilbur Norton (replaced by Evelyn Hope)""]"
tt0004858	3	nm0393973	actress	""	"[""Mrs. Wilbur Norton""]"
tt0004858	4	nm0992180	actor	""	"[""Aviator""]"
tt0004858	5	nm0107543	director	""	""
tt0004858	6	nm0992512	actor	""	"[""Aviator""]"
tt0004858	7	nm0927038	actor	""	"[""Norton's Friend""]"
tt0004859	1	nm0934306	self	""	"[""Self""]"
tt0004859	2	nm0912817	director	""	""
tt0004859	3	nm0227866	writer	story	""
tt0004859	4	nm0567174	writer	story	""
tt0004860	1	nm0766828	actress	""	"[""Jean""]"
tt0004860	2	nm0562866	actor	""	"[""Jack Aubrey""]"
tt0004860	3	nm0335321	actress	""	"[""Carmio""]"
tt0004860	4	nm0567224	actor	""	"[""Carlos""]"
tt0004860	5	nm0394742	producer	producer	""
tt0004860	6	nm0394743	producer	producer	""
tt0004861	10	nm0578476	actor	""	"[""Humadi""]"
tt0004861	1	nm0198410	actor	""	"[""Ashton-Kirk""]"
tt0004861	2	nm0507752	actor	""	"[""Dr. Morse""]"
tt0004861	3	nm0364203	actor	""	"[""Phillip Warwick""]"
tt0004861	4	nm0482016	actor	""	"[""Pendleton""]"
tt0004861	5	nm0587929	director	""	""
tt0004861	6	nm0570770	writer	"book ""Ashton-Kirk, Investigator"""	""
tt0004861	7	nm0470097	actor	""	"[""Drevenoff""]"
tt0004861	8	nm0825468	actor	""	"[""Okin""]"
tt0004861	9	nm0754752	actor	""	"[""Karowski""]"
tt0004862	1	nm0738082	actress	""	"[""Ruth- the Society Girl""]"
tt0004862	2	nm0922396	actor	""	"[""Rumson - the Counterfeiter""]"
tt0004862	3	nm0403636	actor	""	"[""Blau - the Counterfeiter's Confederate""]"
tt0004862	4	nm0395023	actor	""	"[""Blaney - the Counterfeiter's Confederate""]"
tt0004862	5	nm0808403	writer	story	""
tt0004862	6	nm0725889	actress	""	"[""Kate - Rumson's Daughter""]"
tt0004862	7	nm0166958	actor	""	"[""Chief of Police""]"
tt0004863	1	nm0871311	actor	""	"[""Jack Thomas""]"
tt0004863	2	nm0778878	actress	""	"[""Alice Thomas""]"
tt0004863	3	nm0130797	actor	""	"[""Frank Mitchell""]"
tt0004863	4	nm0237682	actress	""	"[""Mary Mitchell""]"
tt0004863	5	nm0727497	writer	story	""
tt0004864	1	nm0926190	director	""	""
tt0004864	2	nm0002615	producer	producer	""
tt0004865	10	nm0545031	actor	""	"[""Norris""]"
tt0004865	1	nm0290066	actor	""	"[""Capt. Frank Dalton, Old Tom""]"
tt0004865	2	nm0561616	actor	""	"[""Capt. Gordon Chadley""]"
tt0004865	3	nm0829659	actor	""	"[""Maj. Warren""]"
tt0004865	4	nm0872476	actor	""	"[""Lt. Richard Bellamy""]"
tt0004865	5	nm0861002	director	""	""
tt0004865	6	nm0099105	writer	play	""
tt0004865	7	nm0408863	writer	""	""
tt0004865	8	nm0326378	actor	""	"[""George Medhurst""]"
tt0004865	9	nm0242243	actor	""	"[""John Medhurst""]"
tt0004866	1	nm0008518	actor	""	"[""Ted Ewing""]"
tt0004866	2	nm0370564	actor	""	"[""Oki - the Valet""]"
tt0004866	3	nm0769554	actress	""	"[""Nora Hildreth""]"
tt0004866	4	nm0002034	actress	""	"[""Mrs. Russell - Aunt Diddy""]"
tt0004866	5	nm0002177	director	""	""
tt0004866	6	nm0001124	director	""	""
tt0004866	7	nm0210352	writer	play	""
tt0004866	8	nm0304183	cinematographer	""	""
tt0004867	1	nm0533615	actor	""	"[""Tom Evans""]"
tt0004867	2	nm0657874	actor	""	"[""Tom's Grown Son""]"
tt0004867	3	nm0186768	actress	""	"[""Tom's Son's Sweetheart""]"
tt0004867	4	nm0565192	actor	""	""
tt0004867	5	nm0163933	actor	""	""
tt0004868	10	nm0638929	actor	""	"[""Gabriel D'Annunzio""]"
tt0004868	1	nm3375492	actor	""	"[""'il piccolo Emmanuel', a törpe király""]"
tt0004868	2	nm8093517	actress	""	"[""Elena olasz királyné""]"
tt0004868	3	nm0478222	actor	""	"[""Magyar Mihály""]"
tt0004868	4	nm2423235	actress	""	"[""Magyar Mihályné, Kata""]"
tt0004868	5	nm0684741	director	""	""
tt0004868	6	nm8425238	producer	producer	""
tt0004868	7	nm0958169	cinematographer	""	""
tt0004868	8	nm8418247	actor	""	"[""Magyar János, mint kisfiú""]"
tt0004868	9	nm1106499	actor	""	"[""Magyar, János""]"
tt0004869	1	nm1104569	actor	""	"[""Ferenc gróf apja""]"
tt0004869	2	nm2412731	actor	""	"[""Torio""]"
tt0004869	3	nm0002031	actor	""	"[""Ferenc gróf""]"
tt0004869	4	nm1065378	actress	""	"[""Leona grófnõ""]"
tt0004869	5	nm8615429	writer	""	""
tt0004869	6	nm13967547	producer	producer	""
tt0004869	7	nm0361859	actress	""	"[""Margit, a molnár lánya""]"
tt0004869	8	nm0373699	actor	""	"[""A molnár""]"
tt0004869	9	nm8425234	actress	""	"[""a kis Viktor""]"
tt0004870	1	nm0534957	actress	""	"[""The Fisherwife and Fishermaid""]"
tt0004870	2	nm0794299	actor	""	"[""The Man of Wealth and the Prince""]"
tt0004870	3	nm0443915	actress	""	"[""The Fisher Babe""]"
tt0004870	4	nm0151606	actor	""	"[""The Fisherman and Hunchback Fate""]"
tt0004870	5	nm0208657	director	""	""
tt0004870	6	nm0661844	writer	""	""
tt0004870	7	nm0924227	actress	""	"[""The Wife of Wealth""]"
tt0004871	1	nm0534957	actress	""	""
tt0004871	2	nm0597995	actor	""	""
tt0004871	3	nm1157425	actress	""	""
tt0004872	10	nm0281016	actor	""	"[""Cotton""]"
tt0004872	1	nm0913094	actor	""	"[""Jimmy Valentine""]"
tt0004872	2	nm0191951	actor	""	"[""Doyle""]"
tt0004872	3	nm0290066	actor	""	"[""Bill Avery""]"
tt0004872	4	nm0874123	actor	""	"[""Lt. Gov. Fay""]"
tt0004872	5	nm0869665	director	""	""
tt0004872	6	nm0035854	writer	play	""
tt0004872	7	nm0377958	writer	"story ""A Retrieved Reformation"""	""
tt0004872	8	nm0791903	actress	""	"[""Rose Fay""]"
tt0004872	9	nm0385686	actor	""	"[""Red Joclyn""]"
tt0004873	10	nm14997122	actress	""	"[""Alice's Mother""]"
tt0004873	1	nm0767931	actress	""	"[""Alice""]"
tt0004873	2	nm0723440	actor	""	"[""White Rabbit""]"
tt0004873	3	nm0511104	actor	""	""
tt0004873	4	nm6706959	actor	""	"[""The Dodo Bird""]"
tt0004873	5	nm0950148	director	""	""
tt0004873	6	nm0140902	writer	"novel ""Alice's Adventures in Wonderland"""	""
tt0004873	7	nm14997123	writer	picturized by	""
tt0004873	8	nm0531342	producer	producer	""
tt0004873	9	nm6706958	actor	""	"[""The Dormouse""]"
tt0004874	1	nm0064819	actor	""	"[""Pietro Massena""]"
tt0004874	2	nm0777722	actress	""	"[""Rosina Massena""]"
tt0004874	3	nm0318928	actor	""	"[""Inspector Lynch""]"
tt0004874	4	nm0625424	actor	""	"[""Phil Griswold""]"
tt0004874	5	nm0054977	director	""	""
tt0004874	6	nm0408436	director	""	""
tt0004874	7	nm0206801	writer	play	""
tt0004874	8	nm0885820	cinematographer	""	""
tt0004875	1	nm0529047	actor	""	"[""Eddie""]"
tt0004875	2	nm0285961	actress	""	"[""Victoria""]"
tt0004875	3	nm0602905	actor	""	"[""The Train Porter""]"
tt0004875	4	nm0011370	actress	""	"[""The Old Maid""]"
tt0004875	5	nm0160280	director	""	""
tt0004875	6	nm0499883	producer	producer	""
tt0004875	7	nm0711886	actor	""	"[""The Train Conductor""]"
tt0004876	1	nm0007215	actor	""	"[""John Goody""]"
tt0004876	2	nm0867170	actress	""	"[""Mrs. John Goody""]"
tt0004876	3	nm0696569	actress	""	"[""Mrs. Jones""]"
tt0004876	4	nm1183167	actor	""	"[""Fred Dashing""]"
tt0004876	5	nm0504353	director	""	""
tt0004876	6	nm0714132	actor	""	"[""Tom Rounder""]"
tt0004876	7	nm0808220	actor	""	"[""Gaetano Arianie Colona - An Italian""]"
tt0004877	1	nm0124189	actress	""	"[""Peggy Baldwin""]"
tt0004877	2	nm0151606	actor	""	"[""Seth Baldwin""]"
tt0004877	3	nm0235791	actor	""	"[""Will Brandon""]"
tt0004877	4	nm0859862	actress	""	"[""Mrs. Brandon""]"
tt0004877	5	nm0208657	director	""	""
tt0004877	6	nm0661844	writer	""	""
tt0004877	7	nm0188248	actor	""	"[""James Brandon""]"
tt0004877	8	nm0322485	actor	""	"[""Ted Baldwin - Ladybird's Jockey""]"
tt0004878	10	nm0741852	actor	""	"[""Briggs""]"
tt0004878	1	nm0446813	actress	""	"[""Antoinette Hoadley""]"
tt0004878	2	nm0519375	actor	""	"[""Harold Jepson""]"
tt0004878	3	nm0222407	actor	""	"[""Mr. Dinwiddie""]"
tt0004878	4	nm0050169	actress	""	"[""Mrs. Van Espen""]"
tt0004878	5	nm0032402	director	""	""
tt0004878	6	nm0400912	writer	play	""
tt0004878	7	nm0751292	writer	story	""
tt0004878	8	nm0834307	producer	producer	""
tt0004878	9	nm0183280	cinematographer	""	""
tt0004879	1	nm0138043	director	""	""
tt0004880	1	nm0602905	actor	""	"[""Jerry - the King (almost)""]"
tt0004880	2	nm0011370	actress	""	"[""Jerry's Wife""]"
tt0004880	3	nm0722385	actress	""	"[""The Princess""]"
tt0004880	4	nm0227020	actor	""	"[""Jack - the American""]"
tt0004880	5	nm0160280	director	""	""
tt0004880	6	nm0529047	actor	""	"[""Undetermined Role""]"
tt0004880	7	nm0285961	actress	""	"[""Undetermined Role""]"
tt0004881	1	nm0007215	actor	""	"[""Tom Conley""]"
tt0004881	2	nm0402802	actress	""	"[""Mrs. Tom Conley""]"
tt0004881	3	nm0216472	actress	""	"[""Mother""]"
tt0004881	4	nm0534288	director	""	""
tt0004881	5	nm0775419	writer	""	""
tt0004882	1	nm0097648	actor	""	"[""Jack White""]"
tt0004882	2	nm0314138	actress	""	"[""Edna""]"
tt0004882	3	nm0911699	actress	""	"[""Henrietta James""]"
tt0004882	4	nm0141035	actor	""	"[""Sid""]"
tt0004882	5	nm0227020	director	""	""
tt0004882	6	nm0888396	actress	""	"[""The Widow Millionbucks""]"
tt0004883	1	nm0533102	actor	""	"[""David Harmon""]"
tt0004883	2	nm0548402	actress	""	"[""Kalaniweo""]"
tt0004883	3	nm0860449	actress	""	"[""Doris Keith""]"
tt0004883	4	nm0097648	actor	""	"[""Dr. John Hawley""]"
tt0004883	5	nm0822801	director	""	""
tt0004883	6	nm0842521	director	""	""
tt0004883	7	nm0357872	director	""	""
tt0004883	8	nm0370271	writer	""	""
tt0004883	9	nm0408436	writer	""	""
tt0004884	10	nm0778878	actress	""	"[""Linda""]"
tt0004884	1	nm0913341	actor	""	"[""George Swan""]"
tt0004884	2	nm0181958	actor	""	"[""Trask""]"
tt0004884	3	nm0832267	actress	""	"[""Beatrice""]"
tt0004884	4	nm0500168	actress	""	"[""May Walsh""]"
tt0004884	5	nm0370746	director	""	""
tt0004884	6	nm0319358	writer	novel	""
tt0004884	7	nm0716156	cinematographer	""	""
tt0004884	8	nm0002487	cinematographer	""	""
tt0004884	9	nm0188565	actress	""	"[""Cornelia Alster""]"
tt0004885	10	nm0578428	actor	""	"[""Alan Stillwell""]"
tt0004885	1	nm0591704	actress	""	"[""Dorothy North""]"
tt0004885	2	nm0642995	actress	""	"[""Dorothy North as a child""]"
tt0004885	3	nm0792514	actor	""	"[""Winfred North""]"
tt0004885	4	nm0390676	actress	""	"[""Mrs. Helen Stillwell""]"
tt0004885	5	nm0205986	director	""	""
tt0004885	6	nm0364525	writer	""	""
tt0004885	7	nm0562454	producer	producer	""
tt0004885	8	nm0929649	cinematographer	""	""
tt0004885	9	nm0338850	actress	""	"[""May Stillwell""]"
tt0004886	10	nm0841797	actress	""	"[""Minor Role""]"
tt0004886	1	nm0124279	actor	""	"[""Count Jean de Lugnan""]"
tt0004886	2	nm0063138	actress	""	"[""Annetta von Tollen""]"
tt0004886	3	nm0173875	actor	""	""
tt0004886	4	nm0192110	actor	""	""
tt0004886	5	nm0869421	actor	""	""
tt0004886	6	nm0113108	actress	""	""
tt0004886	7	nm0241838	actress	""	""
tt0004886	8	nm0871311	actor	""	""
tt0004886	9	nm0391837	actress	""	""
tt0004887	1	nm0841501	actor	""	"[""Ambrose""]"
tt0004887	2	nm0036380	actress	""	""
tt0004887	3	nm0054036	actor	""	""
tt0004887	4	nm0269771	actress	""	""
tt0004887	5	nm0942917	director	""	""
tt0004887	6	nm0784407	producer	producer	""
tt0004887	7	nm0566745	actor	""	""
tt0004887	8	nm0606470	actor	""	""
tt0004888	10	nm0790704	actor	""	"[""Second Kidnapper""]"
tt0004888	1	nm0841501	actor	""	"[""Ambrose""]"
tt0004888	2	nm0269771	actress	""	"[""Proprietress""]"
tt0004888	3	nm0036380	actress	""	"[""The Proprietress's Daughter""]"
tt0004888	4	nm0606470	actor	""	"[""Ambrose's Boss""]"
tt0004888	5	nm0376396	director	""	""
tt0004888	6	nm0784407	producer	producer	""
tt0004888	7	nm0155493	actress	""	"[""Sweatshop Worker""]"
tt0004888	8	nm5427801	actor	""	"[""Factory Worker Flirt""]"
tt0004888	9	nm0566745	actor	""	"[""First Kidnapper""]"
tt0004889	10	nm0016744	actor	""	"[""Desk Clerk""]"
tt0004889	1	nm0841501	actor	""	"[""Ambrose - The First Twin's Ex-Boyfriend""]"
tt0004889	2	nm0340807	actor	""	"[""Ambrose's Rival""]"
tt0004889	3	nm5426674	actress	""	"[""First Twin Sister""]"
tt0004889	4	nm5426673	actress	""	"[""Second Twin Sister""]"
tt0004889	5	nm0942917	director	""	""
tt0004889	6	nm0784407	producer	producer	""
tt0004889	7	nm0448012	actor	""	"[""The Second Twin's Husband""]"
tt0004889	8	nm0174682	actor	""	"[""Walrus""]"
tt0004889	9	nm0123994	actress	""	"[""Walrus's Sweetheart""]"
tt0004890	1	nm0118523	self	""	"[""Self""]"
tt0004890	2	nm0165843	self	""	"[""Self""]"
tt0004890	3	nm0302025	cinematographer	""	""
tt0004891	1	nm0094272	actor	""	"[""George Hathaway""]"
tt0004891	2	nm0523088	actress	""	"[""Helen Davis, later known as Corina""]"
tt0004891	3	nm7650738	actor	""	"[""Zeppo, the gypsy chief""]"
tt0004891	4	nm0265579	actress	""	"[""Zara, the old gypsy woman""]"
tt0004891	5	nm0331084	director	""	""
tt0004891	6	nm0796313	actor	""	"[""A Villain""]"
tt0004891	7	nm0407817	actress	""	"[""A Villainess""]"
tt0004891	8	nm0399988	actor	""	""
tt0004891	9	nm0585503	actor	""	""
tt0004892	1	nm0134984	actor	""	""
tt0004892	2	nm0148791	actor	""	""
tt0004892	3	nm0346652	actress	""	""
tt0004892	4	nm0699807	actress	""	""
tt0004892	5	nm0613966	director	""	""
tt0004892	6	nm0005717	cinematographer	""	""
tt0004892	7	nm0700003	actor	""	""
tt0004892	8	nm0763430	actor	""	""
tt0004892	9	nm0944584	actress	""	""
tt0004893	1	nm0811293	actress	""	"[""The Angel in the Mask""]"
tt0004893	2	nm0550780	actor	""	""
tt0004893	3	nm0828429	actress	""	""
tt0004893	4	nm0911959	actor	""	""
tt0004893	5	nm0686859	director	""	""
tt0004893	6	nm0939908	actor	""	""
tt0004893	7	nm0422465	actress	""	""
tt0004894	1	nm0147694	actress	""	"[""Barbara""]"
tt0004894	2	nm0158208	actor	""	"[""Gentleman Jack""]"
tt0004894	3	nm0874346	actor	""	"[""Philip""]"
tt0004894	4	nm0915245	director	""	""
tt0004894	5	nm1145473	writer	""	""
tt0004894	6	nm0715541	writer	""	""
tt0004895	1	nm0571205	actor	""	""
tt0004895	2	nm0241407	actress	""	""
tt0004895	3	nm0056799	director	""	""
tt0004895	4	nm0478441	producer	producer	""
tt0004896	1	nm0314138	actress	""	"[""Anita""]"
tt0004896	2	nm0097648	actor	""	"[""Jack""]"
tt0004896	3	nm0071658	actor	""	"[""Jack's Uncle""]"
tt0004896	4	nm0227020	director	""	""
tt0004897	1	nm0620938	actress	""	"[""Anna Karenina""]"
tt0004897	2	nm0430968	actor	""	"[""Baron Alexis Karenin""]"
tt0004897	3	nm0861587	actor	""	"[""Prince Vronsky""]"
tt0004897	4	nm0358572	actress	""	""
tt0004897	5	nm0250053	director	""	""
tt0004897	6	nm0073238	writer	""	""
tt0004897	7	nm0866243	writer	novel	""
tt0004897	8	nm0289301	producer	producer	""
tt0004897	9	nm0020791	actress	""	""
tt0004898	1	nm0728230	actress	""	"[""The Wife""]"
tt0004898	2	nm0344059	actor	""	"[""The Man""]"
tt0004898	3	nm0104197	actor	""	"[""The Husband""]"
tt0004898	4	nm0922959	director	""	""
tt0004898	5	nm0909105	writer	play	""
tt0004899	1	nm0603875	actor	""	"[""Anselo Lee""]"
tt0004899	2	nm0157522	actress	""	"[""Gertrude Carlton""]"
tt0004899	3	nm0355510	actor	""	"[""Van Buren""]"
tt0004899	4	nm0542756	actress	""	""
tt0004899	5	nm0359687	director	""	""
tt0004899	6	nm0450440	writer	""	""
tt0004899	7	nm0027244	actress	""	"[""Old Mrs. Lee""]"
tt0004899	8	nm0082461	actress	""	"[""Mrs. Carlton""]"
tt0004900	1	nm0842990	actor	""	""
tt0004900	2	nm0629906	actor	""	""
tt0004900	3	nm0531372	director	""	""
tt0004901	10	nm0186646	actor	""	"[""Undetermined Role""]"
tt0004901	1	nm0560787	actor	""	"[""Professor Cornelius Sloane""]"
tt0004901	2	nm0580609	actress	""	"[""Peggy Sloane""]"
tt0004901	3	nm0002311	actor	""	"[""Stuart Watson""]"
tt0004901	4	nm0142597	actor	""	"[""Father Malone""]"
tt0004901	5	nm0461295	director	""	""
tt0004901	6	nm0137416	actor	""	"[""Edward Carson""]"
tt0004901	7	nm0289797	actor	""	"[""Undetermined Role""]"
tt0004901	8	nm0931239	actress	""	"[""Undetermined Role""]"
tt0004901	9	nm0069373	actor	""	"[""Undetermined Role""]"
tt0004902	1	nm0000252	actor	""	"[""Darcelle""]"
tt0004902	2	nm0926330	actress	""	"[""Paula Farrell""]"
tt0004902	3	nm0382474	actress	""	"[""Marjorie Farrell""]"
tt0004902	4	nm0396768	actor	""	"[""Tom Austin""]"
tt0004902	5	nm0949617	writer	story	""
tt0004902	6	nm0792545	actress	""	"[""One of Darcelle's victims""]"
tt0004902	7	nm0808828	actor	""	"[""Apache Dancer""]"
tt0004902	8	nm0358011	actress	""	"[""Apache Dancer""]"
tt0004903	1	nm0738082	actress	""	"[""Ruth, the Girl Detective""]"
tt0004903	2	nm0324438	actor	""	"[""Rodger Hastings""]"
tt0004903	3	nm0725889	actress	""	"[""Mrs. Rodger Hastings""]"
tt0004903	4	nm0512796	actor	""	"[""George Warren""]"
tt0004903	5	nm0395023	director	""	""
tt0004903	6	nm0808403	writer	""	""
tt0004903	7	nm0403636	actor	""	"[""Thompson""]"
tt0004903	8	nm0166958	actor	""	"[""Chief of Police Harding""]"
tt0004903	9	nm0922396	actor	""	"[""Undetermined Role""]"
tt0004904	1	nm0314138	actress	""	"[""Lucia Norman""]"
tt0004904	2	nm0132926	actor	""	"[""Oliver Weston""]"
tt0004904	3	nm0911699	actress	""	"[""Chaperone""]"
tt0004904	4	nm0141035	actor	""	"[""A Suitor""]"
tt0004904	5	nm0533954	director	""	""
tt0004904	6	nm1217957	writer	""	""
tt0004905	1	nm0783629	actor	""	"[""Jamil""]"
tt0004905	2	nm0139356	actor	""	"[""The Sheik""]"
tt0004905	3	nm0114307	actor	""	"[""Abdullah""]"
tt0004905	4	nm0255420	actor	""	"[""Meshur""]"
tt0004905	5	nm0001124	director	""	""
tt0004905	6	nm0005931	cinematographer	""	""
tt0004906	1	nm0569261	director	""	""
tt0004906	2	nm0741440	writer	""	""
tt0004907	10	nm0382700	actor	""	"[""Billy""]"
tt0004907	1	nm0000858	actor	""	"[""Frank Perry""]"
tt0004907	2	nm0293415	actress	""	"[""Helen Perry""]"
tt0004907	3	nm0228784	actor	""	"[""Amos Bloodgood""]"
tt0004907	4	nm0516974	actor	""	"[""Bob Trevors""]"
tt0004907	5	nm0373614	director	""	""
tt0004907	6	nm0228529	writer	play	""
tt0004907	7	nm0881333	writer	""	""
tt0004907	8	nm0225557	actor	""	"[""George Fisher""]"
tt0004907	9	nm0593282	actor	""	"[""Detective Ketchum""]"
tt0004908	1	nm0594291	actor	""	"[""Tom Warner""]"
tt0004908	2	nm0561520	actress	""	"[""Jean Dixon""]"
tt0004908	3	nm0159643	actor	""	"[""Mexican Joe""]"
tt0004908	4	nm0116643	actor	""	"[""Thomas Dixon""]"
tt0004908	5	nm0706995	writer	""	""
tt0004908	6	nm0783152	producer	producer	""
tt0004908	7	nm0430187	actor	""	""
tt0004909	10	nm0566387	actress	""	"[""Landlady""]"
tt0004909	1	nm0329303	actress	""	"[""May Fielding""]"
tt0004909	2	nm0576762	actor	""	"[""David Armstrong""]"
tt0004909	3	nm0190516	actor	""	"[""Harvey Arnold""]"
tt0004909	4	nm0166226	actor	""	"[""Jack Estabrook""]"
tt0004909	5	nm0577654	director	""	""
tt0004909	6	nm0877332	writer	""	""
tt0004909	7	nm0431414	actor	""	"[""Detective""]"
tt0004909	8	nm0369058	actor	""	"[""Runner""]"
tt0004909	9	nm0139356	actor	""	"[""Police Inspector""]"
tt0004910	1	nm0488285	actor	""	"[""George Carr""]"
tt0004910	2	nm0496477	actress	""	"[""Gretchen Carr""]"
tt0004910	3	nm0504112	actress	""	"[""Helen - Frank's Niece""]"
tt0004910	4	nm0515979	actor	""	"[""Frank Conway""]"
tt0004910	5	nm0049995	writer	scenario	""
tt0004910	6	nm0480674	producer	producer	""
tt0004910	7	nm0730416	actor	""	"[""The Gypsy Chief""]"
tt0004910	8	nm0847947	actress	""	"[""The Gypsy Chief's Wife""]"
tt0004911	10	nm0384450	actor	""	"[""Lord Berringer""]"
tt0004911	1	nm0553184	actress	""	"[""Perpetua""]"
tt0004911	2	nm0835752	actress	""	"[""Harriet Skycraft""]"
tt0004911	3	nm0147704	actress	""	"[""Abigail Majendrie""]"
tt0004911	4	nm0640889	actress	""	"[""Nancy""]"
tt0004911	5	nm0154352	director	""	""
tt0004911	6	nm0179325	writer	""	""
tt0004911	7	nm0798130	actor	""	"[""Thaddeus Curzon""]"
tt0004911	8	nm0290066	actor	""	"[""Hastings Curzon""]"
tt0004911	9	nm0874123	actor	""	"[""Ned Hardringe""]"
tt0004912	1	nm0178270	actress	""	"[""Jean - A Model""]"
tt0004912	2	nm0166730	actor	""	"[""Adair - An Artist""]"
tt0004912	3	nm0949841	actress	""	"[""A High Society Girl""]"
tt0004912	4	nm0670409	actor	""	"[""The High Society Girl's Suitor""]"
tt0004912	5	nm0497501	actress	""	""
tt0004912	6	nm0909825	actor	""	"[""Undetermined Role""]"
tt0004913	1	nm0001316	actor	""	""
tt0004913	2	nm0122594	actor	""	"[""Pokes""]"
tt0004913	3	nm0836170	actor	""	"[""Jabbs""]"
tt0004913	4	nm0123576	actress	""	"[""Ethel""]"
tt0004913	5	nm0123376	producer	producer	""
tt0004914	1	nm0568282	actress	""	"[""The Ranchman's Daughter""]"
tt0004914	2	nm0002503	actor	""	"[""The New Foreman""]"
tt0004914	3	nm0920300	actor	""	"[""The Ranchman""]"
tt0004914	4	nm0642722	director	""	""
tt0004915	1	nm0877550	actress	""	"[""Marea""]"
tt0004915	2	nm0694631	actor	""	"[""Harry Somers""]"
tt0004915	3	nm7543561	actress	""	"[""Roma Sano""]"
tt0004915	4	nm0445208	actor	""	"[""John Gordon""]"
tt0004915	5	nm0872868	director	""	""
tt0004915	6	nm0512762	actor	""	"[""Howard Grimshaw""]"
tt0004915	7	nm0671495	actor	""	"[""Dr. Holmes""]"
tt0004915	8	nm0895798	actor	""	"[""Father Anselm""]"
tt0004916	1	nm0739182	actor	""	"[""David Grant""]"
tt0004916	2	nm0924613	actress	""	"[""Mildred Blair""]"
tt0004916	3	nm0397464	actor	""	"[""Wilbur Leon""]"
tt0004916	4	nm0378548	actress	""	"[""Mrs. Blair""]"
tt0004916	5	nm0933406	director	""	""
