nconst	primaryName	birthYear	deathYear
nm0112030	Irving Brooks	1876	""
nm0112130	Marion Brooks	""	""
nm0112171	Nellie Brooks	""	""
nm0112631	Valentine Brouat	""	""
nm0112867	Carl Browallius	1868	1944
nm0112898	Robert Brower	1850	1934
nm0113108	Betty Brown	1896	1975
nm0113224	Charles Brown	""	""
nm0113923	Judge Willis Brown	1882	1931
nm0114240	Maxine Brown	1897	1956
nm0114307	Milton Brown	1895	1948
nm0114914	William H. Brown	1866	1924
nm0114927	Winona Brown	""	""
nm0115005	Harry C. Browne	1878	1954
nm0115099	Kathryn Browne-Decker	1883	1919
nm0115115	John C. Brownell	1877	1961
nm0115160	Elizabeth Barrett Browning	1806	1861
nm0115162	Ethel Browning	1877	1965
nm0115203	Robert Browning	1812	1889
nm0115218	Tod Browning	1880	1962
nm0115221	Will Browning	""	""
nm0115230	Frank Brownlee	1874	1948
nm0115446	Clifford Bruce	1885	1919
nm0115450	Cyril Bruce	""	""
nm0115524	Kate Bruce	1860	1946
nm0115873	Jules Brulatour	1870	1946
nm0115982	Ole Brun Lie	""	""
nm0116227	Fritzi Brunette	1890	1943
nm0116569	Julia Bruns	1895	1927
nm0116636	George Brunton	""	""
nm0116643	William Brunton	1883	1965
nm0116796	Cajus Bruun	1866	1919
nm0117008	Ruth Bryan	""	""
nm0117051	Beryl Bryant	1893	1973
nm0117065	Charles Bryant	1879	1948
nm0117110	George Bryant	1865	1943
nm0117131	Jimmy Bryant	""	""
nm0117291	Jack Bryce	""	""
nm0117344	Alfred Brydone	1863	1920
nm0117607	Paule Bréval	""	""
nm0117620	Sándor Bródy	1863	1924
nm0117719	Alfons Brümmer	""	""
nm0117997	Donald I. Buchanan	1887	1928
nm0118043	Lillian Buchanan	""	""
nm0118272	José Buchs	1896	1973
nm0118329	Charles Neville Buck	1879	1957
nm0118472	Hazel Buckham	1888	1959
nm0118523	Frank M. Buckland	""	""
nm0118537	Warwick Buckland	1863	1945
nm0118613	J.P. Buckley	""	""
nm0118781	Walter Buckstone	1886	1963
nm0118974	Jan Buderman	1851	1920
nm0119088	J. Barstow Budworth	""	""
nm0119138	Kenean Buel	1880	1948
nm0119164	Edith Buemann	1879	1968
nm0119279	Gottfried August Bürger	1747	1794
nm0119569	Richard Buhler	1876	1925
nm0119906	Jack Bulger	""	""
nm0119998	Short Bull	""	""
nm0120272	Edward George Bulwer-Lytton	1803	1873
nm0120518	Charles E. Bunnell	""	""
nm0120541	George Bunny	1867	1952
nm0120544	John Bunny	1863	1915
nm0120581	S. Walter Bunting	""	""
nm0121291	Gelett Burgess	1866	1951
nm0121364	William Burress	1867	1948
nm0121391	Theodor Burghardt	1869	""
nm0121549	Hans Burk	""	""
nm0121706	J. Frank Burke	1867	1918
nm0121908	Winifred Burke	""	""
nm0122220	Augusta Burmeister	1860	1934
nm0122364	Frances Hodgson Burnett	1849	1924
nm0122402	Lois Burnett	""	""
nm0122424	Rexford Burnett	1893	1971
nm0122494	Clara Louise Burnham	1854	1927
nm0122581	Beulah Burns	1908	1970
nm0122590	Bob Burns	1884	1957
nm0122594	Bobby Burns	1878	1966
nm0122665	Frank Burns	""	""
nm0122668	Fred Burns	1878	1955
nm0122697	Jack Burns	""	""
nm0122764	Lillian Burns	1903	1998
nm0122817	Neal Burns	1892	1969
nm0122896	Thelma Burns	1910	2004
nm0122918	Vinnie Burns	1897	1969
nm0122933	William J. Burns	1861	1932
nm0123376	Louis Burstein	1878	1923
nm0123540	Charlotte Burton	1881	1942
nm0123548	Clarence Burton	1882	1933
nm0123576	Ethel Marie Burton	1897	1985
nm0123579	Frederick Burton	1871	1957
nm0123623	John Burton	1853	1920
nm0123679	Ned Burton	1850	1922
nm0123763	W.H. Burton	1844	1926
nm0123887	A.H. Busby	1876	1922
nm0123994	Mae Busch	1891	1946
nm0124189	Pauline Bush	1886	1969
nm0124222	W. Stephen Bush	""	""
nm0124279	Francis X. Bushman	1883	1966
nm0124877	David Butler	1894	1979
nm0124909	Ellis Parker Butler	1869	1937
nm0124975	Jim Butler	""	""
nm0125000	Kathleen Butler	1890	1978
nm0125164	William J. Butler	1860	1927
nm0125227	Johnny Butt	1878	1931
nm0125509	Artur Buxens	""	""
nm0126406	Lord Byron	1788	1824
nm0126418	Oliver Doud Byron	1842	1920
nm0126425	Royal Byron	1887	1943
nm0126594	István Bársony	1882	1956
nm0126723	József Bécsi	1884	1947
nm0126885	Jeanne Bérangère	1864	1928
nm0127511	Christy Cabanne	1888	1950
nm0127674	Andrés Cabot Puig	""	""
nm0127915	Señor Cabruja	""	""
nm0128314	Arthur A. Cadwell	1879	1930
nm0128633	Lily Cahill	1885	1955
nm0128954	Robert Cain	1886	1954
nm0128991	Hall Caine	1853	1931
nm0129017	Eleanor Caines	1870	1913
nm0129300	Sigrid Calamnius	1866	1947
nm0129661	Arthur Cadwell Jr.	1909	2000
nm0129923	Julia Calhoun	1870	""
nm0130269	D. Callam	""	""
nm0130441	Helen Gammeltoft	1895	""
nm0130547	Gustaf Callmén	1842	1915
nm0130576	Emily Calloway	""	""
nm0130633	André Calmettes	1861	1942
nm0130791	Charles Calvert	""	1957
nm0130797	E.H. Calvert	1863	1941
nm0130986	Ricardo Calvo	1875	1966
nm0131750	Walter Cameron	1872	1942
nm0131899	Salvatore Cammarano	1801	1852
nm0131965	Austin Camp	1882	1943
nm0132147	Ramón Campany	""	""
nm0132324	Colin Campbell	1859	1928
nm0132692	Madge Campbell	1885	1977
nm0132806	Richard Campbell	""	""
nm0132926	Webster Campbell	1893	1972
nm0132955	Frank Campeau	1864	1943
nm0133153	Carlo Campogalliani	1885	1974
nm0133684	Adolphe Candé	1858	1931
nm0134042	Tom Cannam	1863	1951
nm0134984	Carles Capdevilla	""	""
nm0135052	Albert Capellani	1874	1931
nm0135053	Paul Capellani	1877	1960
nm0135303	Ruggero Capodaglio	1880	1946
nm0135304	Wanda Capodaglio	1889	1980
nm0135421	Alberto Capozzi	1886	1945
nm0135493	Dante Cappelli	""	""
nm0136241	Adela Carboné	1890	1960
nm0136615	António Cardoso	""	""
nm0136706	Denton Cardow	""	""
nm0136888	Edwin Carewe	1883	1940
nm0137010	Olive Carey	1896	1988
nm0137288	Renée Carl	1875	1954
nm0137348	Joseph Carle	""	""
nm0137399	Herbert Oswald Carleton	1887	1962
nm0137403	John T. Carleton	""	""
nm0137407	Lloyd B. Carleton	1872	1933
nm0137414	Will Carleton	1845	1912
nm0137416	William T. Carleton	1859	1930
nm0137458	Philip Carli	""	""
nm0137854	Traute Carlsen	1887	1968
nm0138043	Wallace A. Carlson	1894	1967
nm0138206	Lewis Carlton	""	""
nm0138272	Francis Carlyle	1868	1916
nm0138288	Richard Carlyle	1879	1942
nm0138386	Jewel Carmen	1897	1984
nm0138409	Maria Carmi	1880	1957
nm0138771	Augustus Carney	1870	1920
nm0138822	Lucille Carney	""	""
nm0138823	M.F. Carney	""	""
nm0139321	Edward Childs Carpenter	1872	1950
nm0139324	Elizabeth R. Carpenter	""	""
nm0139356	Horace B. Carpenter	1875	1945
nm0139417	Merta Carpenter	""	""
nm0139636	Catherine Carr	1880	1941
nm0139683	Dixie Carr	1891	""
nm0139714	Harry Carr	1877	1936
nm0139794	Mary Carr	1874	1973
nm0140040	Francisco Carrasco	""	""
nm0140054	Joaquín Carrasco	""	1968
nm0140452	Thomas Carrigan	1886	1941
nm0140562	Elaine S. Carrington	1891	1958
nm0140584	Murray Carrington	1885	1941
nm0140842	James Carroll	""	""
nm0140844	James C. Carroll	""	""
nm0140902	Lewis Carroll	1832	1898
nm0141035	William A. Carroll	1875	1928
nm0141135	Ben Carré	1883	1978
nm0141150	Michel Carré	1865	1945
nm0141315	Robert L. Carson	1875	1961
nm0141399	Alberto G. Carta	""	""
nm0141515	Catherine Carter	""	""
nm0141521	Charles Carter	""	""
nm0141650	Harry Carter	1879	1952
nm0142215	William Courtright	1848	1933
nm0142567	Louise Carver	1869	1956
nm0142597	Henry Carvill	1866	1941
nm0142821	Giovanni Casaleggio	1876	1955
nm0143083	Roberto Casaux	1885	1929
nm0143096	Alberto Casañal	""	""
nm0143212	Helen Case	1885	1977
nm0143332	Maria Caserini	""	1969
nm0143333	Mario Caserini	1874	1920
nm0143460	Kenneth Casey	1899	1965
nm0143655	Harry Cashman	1869	1912
nm0143865	Karen Caspersen	1890	1941
nm0144207	Joe Cassidy	1862	1945
nm0144293	Dolores Cassinelli	1888	1984
nm0144622	William Castelet	""	""
nm0144663	Bruto Castellani	1888	1933
nm0144863	Salvador Castelló	""	""
nm0144876	Camilo Castelo Branco	1825	1890
nm0145359	Barbara Castleton	1894	1978
nm0145909	Juan Catalá	""	""
nm0145924	Manuel Catalán	""	""
nm0146028	Carolina Catena	""	""
nm0146223	Bill Cato	1887	1965
nm0146331	Amelia Cattaneo	""	""
nm0146335	Carlo Cattaneo	""	""
nm0146796	Lina Cavalieri	1874	1944
nm0146957	William Cavanaugh	1874	1936
nm0147070	Glen Cavender	1883	1962
nm0147231	Al Cawood	1880	1960
nm0147692	Edward Cecil	1878	1940
nm0147694	Evelyn Cecil	1883	1978
nm0147704	Nora Cecil	1878	1951
nm0147761	Gucken Cederborg	1881	1932
nm0147763	Torre Cederborg	1879	1928
nm0148546	Domènec Ceret	1865	1922
nm0148754	James Cerr	""	""
nm0148791	Del Cerro	""	""
nm0148859	Miguel de Cervantes y Saavedra	1547	1616
nm0149030	César	""	1921
nm0149477	Cyril Chadwick	1879	1955
nm0149600	Jack Chagnon	1880	1912
nm0149694	Joseph S. Chailee	1852	1924
nm0149914	William Chalfin	""	""
nm0150216	William Chamberlain	""	""
nm0150264	Riley Chamberlin	1854	1917
nm0150269	William C. Chamberlin	""	""
nm0150292	C. Haddon Chambers	1860	1921
nm0150389	Lyster Chambers	1875	1947
nm0150432	Robert W. Chambers	1865	1933
nm0151209	Anna Chance	1879	1943
nm0151310	Harry Chandlee	1882	1956
nm0151387	James Robert Chandler	1860	1950
nm0151606	Lon Chaney	1883	1930
nm0151946	Aleksandr Khanzhonkov	1877	1945
nm0152156	Anna Alice Chapin	1880	1920
nm0152158	Benjamin Chapin	1872	1918
nm0152165	Frederick Chapin	1873	1947
nm0152260	Syd Chaplin	1885	1965
nm0152310	Blanche Chapman	1851	1941
nm0152323	Charles Chapman	1877	1944
nm0152826	Pyotr Chardynin	1872	1934
nm0152888	Aleksandr Chargonin	""	""
nm0153062	John Charles	1885	1921
nm0153185	Mary Charleson	1890	1961
nm0153702	Colin Chase	1886	1937
nm0153713	Charley Chase	1893	1940
nm0153965	Fred Chaston	1867	""
nm0154184	Tom Chatterton	1881	1952
nm0154267	Louis Chaudet	1884	1965
nm0154352	Emile Chautard	1864	1934
nm0154988	Jeanne Cheirel	1869	1934
nm0155493	Dixie Chene	1894	1972
nm0156318	George Randolph Chester	1870	1924
nm0156327	Lila Chester	1888	""
nm0156328	Lillian Christy Chester	1887	1961
nm0156990	Giannina Chiantoni	1881	1972
nm0157478	Richard Washburn Child	1881	1935
nm0157484	Ogden Childe	""	""
nm0157522	Naomi Childers	1892	1964
nm0158036	Renzo Chiosso	""	""
nm0158208	Arthur Chisholm	1884	1960
nm0159015	Segundo de Chomón	1871	1929
nm0159620	Leota Chrider	""	""
nm0159641	Ethylyn Chrisman	1877	1943
nm0159643	Pat Chrisman	1882	1953
nm0159652	Louis Chrispijn Jr.	1876	1931
nm0159654	Louis H. Chrispijn	1854	1926
nm0159725	Benjamin Christensen	1879	1959
nm0159779	Frederik Christensen	1847	1929
nm0159780	Georg Christensen	1890	1915
nm0159886	Richard Christensen	1887	1944
nm0160233	Tilley Christiansen	1874	1955
nm0160280	Al Christie	1881	1951
nm0160708	Lillian Christy	""	""
nm0160716	Nan Christy	1894	""
nm0161366	Fred Church	1889	1983
nm0163153	Jean Claesson	1882	1951
nm0163255	Gertrude Claire	1852	1928
nm0163272	Madame Claire	""	""
nm0163468	José Claramunt	""	""
nm0163491	Clarette Clare	""	""
nm0163519	Miss Clare	""	""
nm0163540	Hal Clarendon	1876	1959
nm0163559	Verner Clarges	1846	1911
nm0163648	Andy Clark	1903	1960
nm0163886	Dorothy Clark	1902	""
nm0163902	Edward Clark	1878	1954
nm0163906	Edwin Clarke	""	""
nm0163933	Frank Clark	1857	1945
nm0163937	Frank Howard Clark	1888	1962
nm0163969	Gertrude Clarke	""	""
nm0164030	J.J. Clark	1876	1947
nm0164213	Lillian Clark	1890	1931
nm0164244	Marguerite Clark	1883	1940
nm0164281	May Clark	1885	1971
nm0164395	Roy Clark	1903	1993
nm0164614	William Clark	""	""
nm0164856	Kenneth B. Clarke	1880	1948
nm0164888	Marcus Clarke	1846	1881
nm0164957	Redfield Clarke	""	1928
nm0165134	Charles Clary	1873	1931
nm0165330	Marius Clausen	""	""
nm0165469	Dal Clawson	1885	1937
nm0165470	Elliott J. Clawson	1883	1942
nm0165691	Ethel Clayton	1882	1966
nm0165744	Marguerite Clayton	1891	1968
nm0165843	J.F. Cleary	""	""
nm0166153	María Clemente	""	""
nm0166226	Hal Clements	1869	1957
nm0166350	Janet Clendenning-Henry	""	""
nm0166380	François Clerc	""	""
nm0166433	Rita Clermont	1894	1969
nm0166508	Beatrice Clevenger	""	""
nm0166547	Carl Clewing	1884	1954
nm0166633	Jack Clifford	1880	1956
nm0166692	William Clifford	1877	1941
nm0166693	William H. Clifford	1874	1938
nm0166718	Arthur Shaw Clifton	""	""
nm0166730	Elmer Clifton	1890	1949
nm0166777	Wallace Clifton	1871	1931
nm0166815	Eugenia Clinchard	1904	1989
nm0166836	Edward F. Cline	1891	1961
nm0166909	B.F. Clinton	1879	1919
nm0166932	Mrs. B.F. Clinton	""	""
nm0166958	Edward Clisbee	1878	1936
nm0166959	Ethel Clisbee	""	""
nm0166984	Vincent Clive	1876	1943
nm0167144	Dark Cloud	1861	1918
nm0167394	Ada Clyde	""	""
nm0167411	Stewart Clyde	1877	1920
nm0167461	Julien Clément	""	""
nm0167577	Frazer Coulter	1848	1937
nm0167619	Byers Coates	""	""
nm0167633	Franklin B. Coates	1879	""
nm0167760	Edmund Cobb	1892	1974
nm0168503	Juan María Codina	""	1936
nm0168595	Lew Cody	1884	1934
nm0168621	Buffalo Bill Cody	1846	1917
nm0168915	Edwin R. Coffin	1887	1942
nm0168916	Estelle Mardo	1888	""
nm0169009	James Cogan	""	1921
nm0169070	Gertrude Coghlan	1876	1952
nm0169078	Rose Coghlan	1851	1932
nm0169088	Nick Cogley	1869	1936
nm0169318	David Daniel Cohen	""	1913
nm0169595	Martin G. Cohn	1893	1953
nm0169866	William W. Cohill	1882	1931
nm0169871	Émile Cohl	1857	1938
nm0169878	Alfred Cohn	1867	1932
nm0169995	Frank B. Coigne	""	""
nm0170038	Sam Coit	1872	1933
nm0170133	Paolo Colaci	""	""
nm0170183	Victor Colani	1895	1957
nm0170401	Anthony Coldeway	1887	1963
nm0170863	A.E. Coleby	1876	1930
nm0170973	Charles C. Coleman	1900	1972
nm0171035	Frank J. Coleman	1889	1948
nm0171421	Laura Colfax	""	""
nm0171586	José Coll	""	""
nm0171733	Henri Collen	1876	1924
nm0171802	Augustus Collette	""	""
nm0171856	Erland Colliander	1878	1949
nm0171875	Alys Collier	""	""
nm0171911	Harry Collier	""	""
nm0172118	Alf Collins	1866	1951
nm0172241	Courtney Collins	""	""
nm0172293	Edwin J. Collins	1875	1937
nm0172413	John H. Collins	1889	1918
nm0172731	Ulric Blair Collins	""	""
nm0172741	Wilkie Collins	1824	1889
nm0173459	Goldie Colwell	1889	1982
nm0173774	Luca Comerio	1878	1940
nm0173841	Charles A. Comiskey	1859	1931
nm0173875	Thomas Commerford	1855	1920
nm0173993	Betty Compson	1897	1974
nm0173994	John R. Cumpson	1866	1913
nm0174022	Dixie Compton	1886	""
nm0174105	Harriet T. Comstock	1860	1950
nm0174485	W.N. Cone	""	""
nm0174682	Chester Conklin	1886	1971
nm0174720	William Conklin	1872	1935
nm0174907	Rosetta Conn	""	""
nm0175050	Bobby Connelly	1909	1922
nm0175067	Edward Connelly	1859	1928
nm0175073	Helen Connelly	1907	1993
nm0175231	Robert Conness	1867	1941
nm0175369	Walter Connolly	1887	1940
nm0175413	Buck Connors	1880	1947
nm0175915	Mildred Considine	1887	1933
nm0176621	Robert Conville	1878	1950
nm0176696	Hugh Conway	1847	1885
nm0176698	J.W. Conway	""	""
nm0176699	Jack Conway	1887	1952
nm0176730	Lizzie Conway	1846	1916
nm0177164	Lillian Cook	1898	1918
nm0177330	Warren Cook	1878	1939
nm0177386	Caroline Frances Cooke	1875	1962
nm0177413	Ed Cooke	""	""
nm0177416	Ethyle Cooke	1880	1949
nm0177548	S.A. Cookson	1868	1947
nm0177597	Florence Maule Cooley	""	""
nm0177598	Frank Cooley	1870	1941
nm0177599	Hallam Cooley	1895	1971
nm0177603	James Cooley	1880	1948
nm0177700	Guy Coombs	1882	1947
nm0177862	Arthur Melbourne Cooper	1874	1961
nm0177886	Bigelow Cooper	1878	1953
nm0177951	Claude Cooper	1880	1932
nm0178004	Earl Cooper	1886	1965
nm0178049	George Cooper	1892	1943
nm0178066	Gladys Cooper	1888	1971
nm0178118	James Cooper	""	1915
nm0178126	James Fenimore Cooper	1789	1851
nm0178270	Miriam Cooper	1891	1976
nm0178450	William C. Cooper	""	""
nm0178934	François Coppée	1842	1908
nm0179163	James J. Corbett	1866	1933
nm0179238	Louise Corbin	""	""
nm0179323	Ethel Corcoran	1893	1988
nm0179325	Frances G. Corcoran	""	""
nm0179333	Jane Corcoran	1881	1947
nm0179557	Mia Cordes	1882	1955
nm0179789	Jim Corey	1889	1950
nm0179820	William A. Corey	""	""
nm0180077	Eugène Cormon	1811	1903
nm0180078	Nelly Cormon	1877	""
nm0180466	Arthur Cornwall	""	""
nm0180492	George Cornwell	""	""
nm0180860	João Freire Correia	""	""
nm0181251	Armand Cortes	1880	1948
nm0181646	Carlos Edwin Corwin	""	""
nm0181848	Tom Cosgrove	""	""
nm0181954	Solomon Cossack	""	""
nm0181958	John Cossar	1858	1935
nm0182052	Manuel Maria da Costa Veiga	""	""
nm0182214	Júlio Costa	""	""
nm0182537	Dolores Costello	1903	1979
nm0182557	Helene Costello	1906	1957
nm0182597	Mae Costello	1882	1929
nm0182945	Victor de Cottens	1862	1956
nm0183005	Olive Cottey	1888	1949
nm0183115	Lucy Cotton	1895	1948
nm0183187	Willie Cottrell	""	""
nm0183278	Pierre Couderc	1896	1966
nm0183280	George Coudert	1884	1955
nm0183348	Helen Coughlin	""	""
nm0183356	Kathleen Coughlin	""	""
nm0183552	William Coulter	""	""
nm0183606	Cathrine Countiss	1873	1955
nm0183801	Georges Courteline	1858	1929
nm0183817	Helen Courtenay	""	""
nm0183823	William Courtenay	1875	1933
nm0183866	William Courtleigh Jr.	1892	1918
nm0183869	William Courtleigh	1867	1930
nm0183947	Peter Courtney	1867	1896
nm0183991	Charlotte Courtot	""	""
nm0183994	Marguerite Courtot	1897	1986
nm0184266	Compton Coutts	1886	1935
nm0184726	Laurence Cowen	1865	1942
nm0184766	Laura Cowie	1892	1969
nm0184782	George Cowl	1878	1942
nm0184870	William Cowper	1853	1918
nm0185015	Ernest A. Cox	""	""
nm0185036	George L. Cox	1878	1947
nm0185179	Olive Cox	""	""
nm0185219	Robert Cox	1896	1974
nm0185300	Edward Coxen	1880	1954
nm0185426	Ignacio Coyne	""	""
nm0185499	Arthur Cozine	1895	1959
nm0185529	Ethel Cozzins	""	""
nm0185714	William James Craft	1886	1931
nm0185803	Charles Craig	1877	1972
nm0185968	Nell Craig	1891	1965
nm0186232	Howard Crampton	1865	1922
nm0186336	Doc Crane	1846	1920
nm0186345	Frank Hall Crane	1873	1948
nm0186353	Hamilton Crane	""	""
nm0186409	Ogden Crane	1873	1940
nm0186646	Walter Craven	1863	1918
nm0186768	Florence Crawford	1880	1954
nm0186847	Josephine W. Crawford	""	""
nm0186937	Hal Le Sueur	1903	1963
nm0187006	Constance Crawley	1879	1919
nm0187711	Laura Hope Crews	1879	1942
nm0187868	William Crimmins	""	""
nm0187981	Donald Crisp	1882	1974
nm0188248	T.D. Crittenden	1878	1938
nm0188274	Thomas J. Crizer	1888	1963
nm0188565	Louise Crolius	""	1931
nm0188632	Fernand Crommelynck	1886	1970
nm0188943	Juan Cros	""	""
nm0189000	James A. Crosby	1875	1949
nm0189067	Jacques Crosier	""	""
nm0189093	Henrietta Crosman	1861	1944
nm0189291	Victoria Cross	1868	1952
nm0189384	Ivy Crosthwaite	1897	1962
nm0189405	Rachel Crothers	1878	1958
nm0189684	Josephine Crowell	1859	1932
nm0190200	Sally Crute	1886	1971
nm0190516	James Cruze	1884	1942
nm0190791	István Csáky gróf	1898	1941
nm0191133	Antonio Cuesta	""	""
nm0191269	Eugene J. Cugnet	1884	""
nm0191544	Frederick Culley	1879	1942
nm0191569	Arthur M. Cullin	1862	1926
nm0191605	Webster Cullison	1880	1938
nm0191828	Lois Cumming	""	""
nm0191885	Dwight Cummins	1902	1985
nm0191890	George Cummings	1880	1946
nm0191899	Irving Cummings	1888	1959
nm0191947	Richard Cummings	1858	1938
nm0191951	Robert Cummings	1865	1949
nm0191961	Sidney Cummings	""	""
nm0192062	Grace Cunard	1893	1967
nm0192110	Lester Cuneo	1888	1925
nm0192316	Gladys Cunningham	""	""
nm0192671	Edwin Curglot	""	""
nm0193005	Frank Currier	1857	1928
nm0193240	Allen Curtis	1878	1961
nm0193327	Edward S. Curtis	1868	1952
nm0193617	James Oliver Curwood	1878	1927
nm0193737	Faye Cusick	1894	""
nm0194083	Julia Cuypers	1871	1952
nm0194088	Narciso Cuyàs	""	""
nm0194307	Maurice Cytron	1884	1930
nm0194939	Sidney D'Albrook	1886	1948
nm0194945	Jehanne d'Alcy	1865	1956
nm0195309	Nadia D'Angely	""	""
nm0195339	Gabriele D'Annunzio	1863	1938
nm0195391	Lionel d'Aragon	1863	1941
nm0195435	Hugh Antoine d'Arcy	1843	1925
nm0195544	René d'Auchy	""	""
nm0195766	Paul d'Ivoi	1856	1915
nm0196409	D.D. Dabke	""	""
nm0196787	Berthe Dagmar	1881	1934
nm0196789	Florence Dagmar	1895	1986
nm0197062	Fredrik August Dahlgren	1816	1895
nm0197416	Isabelle Daintry	""	""
nm0197596	Camille Dalberg	1870	1968
nm0197708	James Dale	1887	1985
nm0197710	James L. Dale	1886	1985
nm0197727	June Dale	""	""
nm0198078	Gilbert Dalleu	1861	1931
nm0198154	Fidel Dalmau	""	""
nm0198272	Dorothy Dalton	1893	1972
nm0198381	Georg Dalunde	1881	1961
nm0198410	Arnold Daly	1875	1927
nm0198411	Augustin Daly	1838	1899
nm0198413	Bernard Daly	""	""
nm0198493	Orlando Daly	1873	1929
nm0198523	William Robert Daly	1872	1935
nm0198549	D.L. Dalziel	""	""
nm0198889	Gerhard Dammann	1883	1946
nm0198962	Damorès	1879	1942
nm0198972	Lily Dampier	1868	1915
nm0199087	Viola Dana	1897	1987
nm0199287	Raymond Dandy	1887	1953
nm0199528	William Dangman	1885	""
nm0199554	Franck Daniau	""	""
nm0199841	Bebe Daniels	1901	1971
nm0199993	Josephus Daniels	1862	1948
nm0200060	Phyllis Daniels	1874	1959
nm0200425	Signe Danning	1878	1980
nm0200776	Abraham J. Danzinger	""	""
nm0201299	Stanley Dark	1874	""
nm0201360	Grace Darling	1893	1963
nm0201367	Ida Darling	1880	1936
nm0201368	Jack Darling	""	""
nm0201449	Darman	""	""
nm0201472	Grace Darmond	1898	1963
nm0201515	Jean Darnell	1889	1961
nm0201558	Daroqui	""	""
nm0201599	Charles Darrell	1859	1932
nm0201679	Clarence Darrow	1857	1938
nm0202215	Belle Daube	1887	1959
nm0202264	Alphonse Daudet	1840	1897
nm0202478	Maryse Dauvray	""	""
nm0202562	Alice Davenport	1864	1936
nm0202590	Dorothy Davenport	1895	1977
nm0202592	Edgar L. Davenport	1862	1918
nm0202689	Madame Davesnes	""	""
nm0202720	Horace Davey	1889	1970
nm0202768	Pius Davi	""	""
nm0203189	Heintje Davids	1888	1975
nm0203191	Louis Davids	1883	1939
nm0203200	Hjalmar Davidsen	1879	1958
nm0203439	Max Davidson	1875	1950
nm0203452	Paul Davidson	1867	1927
nm0203528	Wynn Davidson	""	""
nm0203559	Acton Davies	1870	1916
nm0203663	David Davies	1862	1920
nm0203750	Howard Davies	1879	1947
nm0204463	Delbert L. Davis	""	""
nm0204584	Ethel Davis	1888	1987
nm0204598	Fay Davis	1872	1945
nm0204639	George Davis	1889	1965
nm0204724	J. Gunnis Davis	1873	1937
nm0204790	Jeff Davis	1883	1968
nm0205198	Miss Davis	""	""
nm0205244	Owen Davis	1874	1956
nm0205343	Richard Harding Davis	1864	1916
nm0205601	Ulysses Davis	1872	1924
nm0205627	Viola Davis	""	""
nm0205653	Will S. Davis	1882	1920
nm0205985	Hubert Dawley	""	""
nm0205986	J. Searle Dawley	1877	1949
nm0205987	Janet Dawley	""	""
nm0206008	Hazel Dawn	1890	1988
nm0206048	Albert K. Dawson	""	""
nm0206447	Joel Day	""	1923
nm0206459	Juliette Day	1892	1957
nm0206619	Vernon Day	""	""
nm0206750	Frank Dayton	1865	1924
nm0206755	James Dayton	1860	1924
nm0206801	Charles T. Dazey	1855	1938
nm0207207	Suzanne de Baere	""	""
nm0207305	Jeanne-Marie Leprince de Beaumont	1711	1780
nm0207317	George De Beck	""	""
